epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,180.606,0.40203,0.25254,0.00129,0.96111,0.96079,0.97688,0.9458,0.25073,0.18367,0.00092,0.000346563,0.000346563,0.000346563
47,184.33,0.36445,0.23617,0.00113,0.9522,0.96241,0.97827,0.94731,0.25902,0.31999,0.0009,0.000340375,0.000340375,0.000340375
48,188.004,0.41029,0.2774,0.0013,0.95423,0.96744,0.9756,0.94252,0.27091,0.22914,0.001,0.000334188,0.000334188,0.000334188
49,191.745,0.35239,0.22838,0.00111,0.94896,0.96423,0.97602,0.94475,0.25016,0.22083,0.00091,0.000328,0.000328,0.000328
50,195.368,0.35154,0.20879,0.00107,0.96073,0.97647,0.97894,0.95127,0.24707,0.17434,0.00091,0.000321812,0.000321812,0.000321812
51,199.013,0.36716,0.23016,0.00112,0.9733,0.96412,0.98038,0.95321,0.26343,0.1832,0.00099,0.000315625,0.000315625,0.000315625
52,202.649,0.35214,0.22234,0.00112,0.96595,0.97173,0.98053,0.95057,0.27575,0.1877,0.00102,0.000309437,0.000309437,0.000309437
53,206.314,0.34784,0.20902,0.00104,0.96823,0.96848,0.97923,0.94924,0.27811,0.23369,0.00101,0.00030325,0.00030325,0.00030325
54,209.94,0.33959,0.19808,0.00103,0.96917,0.97419,0.97979,0.9499,0.25343,0.22008,0.00093,0.000297063,0.000297063,0.000297063
55,213.553,0.34625,0.20389,0.00112,0.97124,0.97765,0.97995,0.95455,0.25162,0.15939,0.00092,0.000290875,0.000290875,0.000290875
56,217.291,0.34135,0.20764,0.00104,0.9724,0.96423,0.97998,0.95346,0.2383,0.16344,0.00086,0.000284688,0.000284688,0.000284688
57,221.145,0.35402,0.22597,0.00116,0.95224,0.97971,0.98098,0.95284,0.26002,0.16464,0.00096,0.0002785,0.0002785,0.0002785
58,225.063,0.34058,0.21709,0.00104,0.96134,0.97376,0.98132,0.95551,0.25954,0.17429,0.00094,0.000272313,0.000272313,0.000272313
59,228.766,0.35734,0.22358,0.00112,0.97256,0.96336,0.9812,0.95125,0.2812,0.16761,0.00106,0.000266125,0.000266125,0.000266125
60,232.377,0.3625,0.2216,0.00117,0.97234,0.96423,0.98105,0.95523,0.25236,0.1487,0.00093,0.000259938,0.000259938,0.000259938
61,236.063,0.33978,0.2252,0.0011,0.97255,0.97183,0.98304,0.95734,0.24704,0.14051,0.00088,0.00025375,0.00025375,0.00025375
62,239.722,0.33427,0.23005,0.0011,0.97455,0.96509,0.98237,0.95656,0.23063,0.13183,0.00086,0.000247563,0.000247563,0.000247563
63,243.391,0.34116,0.22117,0.00109,0.96902,0.96205,0.98152,0.95504,0.2686,0.14256,0.001,0.000241375,0.000241375,0.000241375
64,247.099,0.35306,0.22151,0.00111,0.97361,0.97529,0.98217,0.95714,0.23979,0.13402,0.0009,0.000235188,0.000235188,0.000235188
65,250.825,0.33139,0.19408,0.00099,0.96559,0.97622,0.98177,0.95873,0.27163,0.15061,0.00097,0.000229,0.000229,0.000229
66,255.012,0.35599,0.24764,0.0011,0.97875,0.95458,0.98155,0.9579,0.2384,0.17054,0.00089,0.000222813,0.000222813,0.000222813
67,259.19,0.32791,0.20383,0.00103,0.95573,0.9759,0.98145,0.95588,0.25101,0.17663,0.0009,0.000216625,0.000216625,0.000216625
68,263.175,0.34265,0.21788,0.00117,0.96903,0.96907,0.98069,0.95453,0.23578,0.15639,0.00087,0.000210437,0.000210437,0.000210437
69,266.989,0.33946,0.20093,0.00098,0.9541,0.96774,0.97928,0.95851,0.25539,0.15428,0.00091,0.00020425,0.00020425,0.00020425
70,270.789,0.3641,0.2294,0.00108,0.96736,0.95918,0.97943,0.95787,0.22505,0.16115,0.00086,0.000198063,0.000198063,0.000198063
71,274.632,0.30219,0.17922,0.001,0.94844,0.9729,0.98016,0.9585,0.22571,0.12721,0.00082,0.000191875,0.000191875,0.000191875
72,278.585,0.31891,0.19082,0.001,0.94608,0.9702,0.98042,0.96056,0.22874,0.12649,0.00082,0.000185688,0.000185688,0.000185688
73,282.64,0.30641,0.20873,0.00101,0.97134,0.95741,0.98064,0.96067,0.22251,0.12373,0.0008,0.0001795,0.0001795,0.0001795
74,286.423,0.3346,0.19759,0.00099,0.97038,0.96424,0.98182,0.95893,0.22533,0.12254,0.00084,0.000173313,0.000173313,0.000173313
75,290.501,0.33632,0.21192,0.00104,0.95928,0.96921,0.98069,0.9591,0.21106,0.12812,0.00077,0.000167125,0.000167125,0.000167125
76,294.695,0.31821,0.22834,0.00102,0.97049,0.96286,0.98124,0.96117,0.23472,0.13262,0.00087,0.000160938,0.000160938,0.000160938
77,298.785,0.34477,0.21505,0.0011,0.97101,0.96615,0.9815,0.96056,0.22424,0.12968,0.00082,0.00015475,0.00015475,0.00015475
78,303.122,0.33831,0.20905,0.00107,0.97085,0.96339,0.98088,0.96005,0.24105,0.12721,0.00087,0.000148563,0.000148563,0.000148563
79,307.679,0.3215,0.19815,0.00105,0.96797,0.97489,0.98189,0.96062,0.21508,0.11457,0.0008,0.000142375,0.000142375,0.000142375
80,311.969,0.33428,0.1888,0.00102,0.96897,0.97457,0.98201,0.96085,0.22166,0.11067,0.00081,0.000136187,0.000136187,0.000136187
81,316.025,0.33444,0.2161,0.001,0.97138,0.97726,0.9822,0.96149,0.22685,0.11691,0.00083,0.00013,0.00013,0.00013
82,320.092,0.32345,0.20973,0.00102,0.97901,0.9776,0.98212,0.96176,0.21793,0.11027,0.00079,0.000123812,0.000123812,0.000123812
83,324.189,0.33055,0.21428,0.00115,0.97127,0.96588,0.98146,0.96078,0.21225,0.11109,0.00079,0.000117625,0.000117625,0.000117625
84,327.956,0.31728,0.19629,0.00099,0.95924,0.98221,0.98147,0.95995,0.22422,0.11555,0.00082,0.000111438,0.000111438,0.000111438
85,332.134,0.31845,0.18633,0.00103,0.95576,0.9796,0.98132,0.96197,0.21425,0.11015,0.00079,0.00010525,0.00010525,0.00010525
86,336.175,0.31632,0.18938,0.00099,0.9661,0.96682,0.98089,0.96039,0.21639,0.11051,0.00078,9.90625e-05,9.90625e-05,9.90625e-05
87,340.14,0.32537,0.19203,0.00103,0.95351,0.98054,0.98135,0.95917,0.22633,0.11045,0.00082,9.2875e-05,9.2875e-05,9.2875e-05
88,344.146,0.32353,0.20143,0.00098,0.95602,0.98054,0.98107,0.95934,0.22484,0.10816,0.00082,8.66875e-05,8.66875e-05,8.66875e-05
89,347.97,0.34107,0.20986,0.00109,0.967,0.97735,0.98142,0.95846,0.21633,0.10513,0.00079,8.05e-05,8.05e-05,8.05e-05
90,351.895,0.31675,0.18742,0.00093,0.96249,0.98118,0.98128,0.96108,0.22032,0.10572,0.00081,7.43125e-05,7.43125e-05,7.43125e-05
91,356.464,0.3019,0.20321,0.00105,0.9561,0.97473,0.98102,0.96042,0.24181,0.12627,0.00089,6.8125e-05,6.8125e-05,6.8125e-05
92,360.514,0.29345,0.18887,0.00103,0.95425,0.97588,0.98013,0.95769,0.23482,0.1397,0.00086,6.19375e-05,6.19375e-05,6.19375e-05
93,364.48,0.29674,0.17036,0.00107,0.95826,0.9763,0.98045,0.95842,0.24332,0.14208,0.00087,5.575e-05,5.575e-05,5.575e-05
94,368.371,0.32268,0.18496,0.00118,0.96075,0.9706,0.98066,0.96072,0.22211,0.13534,0.0008,4.95625e-05,4.95625e-05,4.95625e-05
95,372.171,0.28249,0.1686,0.00102,0.96222,0.96876,0.98062,0.96,0.22502,0.13224,0.0008,4.3375e-05,4.3375e-05,4.3375e-05
96,375.897,0.29873,0.17504,0.00106,0.96048,0.96961,0.98024,0.96064,0.22024,0.13088,0.00079,3.71875e-05,3.71875e-05,3.71875e-05
97,379.616,0.28037,0.17405,0.0011,0.95702,0.97701,0.98056,0.96085,0.21901,0.12881,0.00079,3.1e-05,3.1e-05,3.1e-05
98,383.22,0.28349,0.17017,0.00099,0.96189,0.97398,0.9806,0.96098,0.22638,0.13166,0.00081,2.48125e-05,2.48125e-05,2.48125e-05
99,386.882,0.29116,0.16145,0.00107,0.96305,0.96951,0.9806,0.96077,0.21905,0.1321,0.00079,1.8625e-05,1.8625e-05,1.8625e-05
100,390.819,0.27625,0.16469,0.00096,0.96185,0.971,0.98075,0.96104,0.2173,0.13071,0.00079,1.24375e-05,1.24375e-05,1.24375e-05
